teacherID,hours,instanceID,isReported,isAssigned
19610918-0027,260,I-3032,FALSE,TRUE
19790717-0045,140,I-3032,FALSE,TRUE
19921123-0108,120,I-3032,FALSE,TRUE
19570615-0011,240,I-3033,FALSE,TRUE
19790717-0045,140,I-3033,FALSE,TRUE
19930829-0082,120,I-3033,FALSE,TRUE
19590129-0004,260,I-3034,FALSE,TRUE
19750122-0056,140,I-3034,FALSE,TRUE
19640414-0013,240,I-3035,FALSE,TRUE
19781217-0053,100,I-3035,FALSE,TRUE
19900321-0080,120,I-3035,FALSE,TRUE
19640220-0029,280,I-3036,FALSE,TRUE
19750705-0033,140,I-3036,FALSE,TRUE
19900616-0124,120,I-3036,FALSE,TRUE
19620831-0024,240,I-3037,FALSE,TRUE
19750331-0036,140,I-3037,FALSE,TRUE
19911025-0091,140,I-3037,FALSE,TRUE
19630126-0001,240,I-3038,FALSE,TRUE
19771013-0040,120,I-3038,FALSE,TRUE
19900818-0116,100,I-3038,FALSE,TRUE
19601021-0018,240,I-3039,FALSE,TRUE
19750417-0051,100,I-3039,FALSE,TRUE
19620424-0026,280,I-3040,FALSE,TRUE
19750906-0032,140,I-3040,FALSE,TRUE
19650303-0019,240,I-3041,FALSE,TRUE
19781130-0054,140,I-3041,FALSE,TRUE
19610620-0006,280,I-3042,FALSE,TRUE
19780815-0047,120,I-3042,FALSE,TRUE
19600905-0003,280,I-3043,FALSE,TRUE
19780424-0057,120,I-3043,FALSE,TRUE
19900801-0130,100,I-3043,FALSE,TRUE
19650303-0019,260,I-3044,FALSE,TRUE
19761009-0055,140,I-3044,FALSE,TRUE
19630126-0001,260,I-3045,FALSE,TRUE
19770224-0058,100,I-3045,FALSE,TRUE
19900909-0123,100,I-3045,FALSE,TRUE
19560812-0016,240,I-3046,FALSE,TRUE
19781125-0031,140,I-3046,FALSE,TRUE
19611219-0014,280,I-3047,FALSE,TRUE
19781125-0031,120,I-3047,FALSE,TRUE
19910101-0133,140,I-3047,FALSE,TRUE
19600529-0021,280,I-3048,FALSE,TRUE
19750705-0033,120,I-3048,FALSE,TRUE
19560612-0010,260,I-3049,FALSE,TRUE
19760524-0046,140,I-3049,FALSE,TRUE
19580218-0007,240,I-3050,FALSE,TRUE
19790702-0038,100,I-3050,FALSE,TRUE
19560812-0016,260,I-3051,FALSE,TRUE
19790702-0038,120,I-3051,FALSE,TRUE
19900201-0074,120,I-3051,FALSE,TRUE
19570826-0012,280,I-3052,FALSE,TRUE
19750122-0056,120,I-3052,FALSE,TRUE
19930228-0086,120,I-3052,FALSE,TRUE
19630126-0001,280,I-3053,FALSE,TRUE
19751018-0039,100,I-3053,FALSE,TRUE
19600529-0021,280,I-3054,FALSE,TRUE
19751018-0039,120,I-3054,FALSE,TRUE
19900902-0090,100,I-3054,FALSE,TRUE
19660630-0020,280,I-3055,FALSE,TRUE
19780602-0035,100,I-3055,FALSE,TRUE
19580218-0007,240,I-3056,FALSE,TRUE
19750102-0059,100,I-3056,FALSE,TRUE
19900430-0112,140,I-3056,FALSE,TRUE
19620424-0026,260,I-3057,FALSE,TRUE
19750102-0059,120,I-3057,FALSE,TRUE
19570615-0011,260,I-3058,FALSE,TRUE
19761020-0044,100,I-3058,FALSE,TRUE
19690408-0009,260,I-3059,FALSE,TRUE
19750102-0059,100,I-3059,FALSE,TRUE
19920504-0093,100,I-3059,FALSE,TRUE
19570826-0012,260,I-3060,FALSE,TRUE
19790717-0045,120,I-3060,FALSE,TRUE
19630126-0001,240,I-3061,FALSE,TRUE
19751018-0039,120,I-3061,FALSE,TRUE
19910327-0096,140,I-3061,FALSE,TRUE
19610918-0027,280,I-3062,FALSE,TRUE
19760108-0050,100,I-3062,FALSE,TRUE
19560612-0010,240,I-3063,FALSE,TRUE
19780317-0052,140,I-3063,FALSE,TRUE
19931212-0079,100,I-3063,FALSE,TRUE
19600814-0002,240,I-3064,FALSE,TRUE
19750331-0036,140,I-3064,FALSE,TRUE
19900520-0063,120,I-3064,FALSE,TRUE
19620424-0026,260,I-3065,FALSE,TRUE
19761009-0055,100,I-3065,FALSE,TRUE
19570828-0008,280,I-3066,FALSE,TRUE
19770224-0058,120,I-3066,FALSE,TRUE
19921218-0101,120,I-3066,FALSE,TRUE
19600814-0002,280,I-3067,FALSE,TRUE
19750331-0036,120,I-3067,FALSE,TRUE
19680712-0028,280,I-3068,FALSE,TRUE
19760524-0046,100,I-3068,FALSE,TRUE
19611219-0014,280,I-3069,FALSE,TRUE
19780815-0047,100,I-3069,FALSE,TRUE
19570828-0008,260,I-3070,FALSE,TRUE
19770224-0058,120,I-3070,FALSE,TRUE
19930302-0135,100,I-3070,FALSE,TRUE
19680712-0028,260,I-3071,FALSE,TRUE
19760108-0050,140,I-3071,FALSE,TRUE
19910101-0133,120,I-3071,FALSE,TRUE
19650303-0019,240,I-3072,FALSE,TRUE
19750722-0060,120,I-3072,FALSE,TRUE
19901219-0125,100,I-3072,FALSE,TRUE
19640414-0013,280,I-3073,FALSE,TRUE
19780424-0057,140,I-3073,FALSE,TRUE
19930512-0117,140,I-3073,FALSE,TRUE
19620522-0023,240,I-3074,FALSE,TRUE
19780424-0057,100,I-3074,FALSE,TRUE
19640220-0029,240,I-3075,FALSE,TRUE
19750102-0059,140,I-3075,FALSE,TRUE
19600905-0003,240,I-3076,FALSE,TRUE
19780602-0035,140,I-3076,FALSE,TRUE
19690917-0022,280,I-3077,FALSE,TRUE
19750417-0051,100,I-3077,FALSE,TRUE
19590129-0004,240,I-3078,FALSE,TRUE
19751018-0039,120,I-3078,FALSE,TRUE
19911116-0069,100,I-3078,FALSE,TRUE
19690917-0022,260,I-3079,FALSE,TRUE
19750122-0056,140,I-3079,FALSE,TRUE
19600905-0003,260,I-3080,FALSE,TRUE
19780602-0035,140,I-3080,FALSE,TRUE
19921123-0108,120,I-3080,FALSE,TRUE
19640414-0013,280,I-3081,FALSE,TRUE
19790717-0045,140,I-3081,FALSE,TRUE
19901026-0111,120,I-3081,FALSE,TRUE
19680712-0028,240,I-3082,FALSE,TRUE
19790708-0041,140,I-3082,FALSE,TRUE
19931212-0079,100,I-3082,FALSE,TRUE
19561222-0030,240,I-3083,FALSE,TRUE
19750417-0051,140,I-3083,FALSE,TRUE
19600905-0003,260,I-3084,FALSE,TRUE
19780815-0047,140,I-3084,FALSE,TRUE
19930709-0100,120,I-3084,FALSE,TRUE
19580515-0017,260,I-3085,FALSE,TRUE
19781130-0054,140,I-3085,FALSE,TRUE
19921002-0129,120,I-3085,FALSE,TRUE
19610918-0027,280,I-3086,FALSE,TRUE
19790702-0038,140,I-3086,FALSE,TRUE
19901108-0087,140,I-3086,FALSE,TRUE
19561222-0030,260,I-3087,FALSE,TRUE
19761009-0055,140,I-3087,FALSE,TRUE
19901219-0125,140,I-3087,FALSE,TRUE
19690917-0022,260,I-3088,FALSE,TRUE
19780602-0035,140,I-3088,FALSE,TRUE
19900616-0124,100,I-3088,FALSE,TRUE
19690408-0009,260,I-3089,FALSE,TRUE
19781125-0031,140,I-3089,FALSE,TRUE
19580218-0007,260,I-3090,FALSE,TRUE
19750102-0059,140,I-3090,FALSE,TRUE
19930709-0100,100,I-3090,FALSE,TRUE
19610620-0006,240,I-3091,FALSE,TRUE
19750331-0036,140,I-3091,FALSE,TRUE
19910403-0131,140,I-3091,FALSE,TRUE
19610620-0006,260,I-3092,FALSE,TRUE
19780424-0057,120,I-3092,FALSE,TRUE
19900801-0130,100,I-3092,FALSE,TRUE
19580218-0007,240,I-3093,FALSE,TRUE
19750906-0032,140,I-3093,FALSE,TRUE
19930709-0100,100,I-3093,FALSE,TRUE
19620424-0026,260,I-3094,FALSE,TRUE
19750906-0032,120,I-3094,FALSE,TRUE
19900520-0063,140,I-3094,FALSE,TRUE
19610623-0005,260,I-3095,FALSE,TRUE
19750417-0051,100,I-3095,FALSE,TRUE
19640220-0029,280,I-3096,FALSE,TRUE
19770224-0058,100,I-3096,FALSE,TRUE
19921208-0097,100,I-3096,FALSE,TRUE
19570828-0008,260,I-3097,FALSE,TRUE
19760524-0046,140,I-3097,FALSE,TRUE
19570826-0012,280,I-3098,FALSE,TRUE
19750102-0059,100,I-3098,FALSE,TRUE
19921218-0101,100,I-3098,FALSE,TRUE
19640414-0013,260,I-3099,FALSE,TRUE
19780815-0047,120,I-3099,FALSE,TRUE
19900119-0104,140,I-3099,FALSE,TRUE
19560705-0025,260,I-3100,FALSE,TRUE
19750331-0036,120,I-3100,FALSE,TRUE
19660630-0020,280,I-3101,FALSE,TRUE
19750122-0056,100,I-3101,FALSE,TRUE
19610918-0027,240,I-3102,FALSE,TRUE
19781130-0054,140,I-3102,FALSE,TRUE
19920226-0075,100,I-3102,FALSE,TRUE
19690917-0022,260,I-3103,FALSE,TRUE
19780317-0052,120,I-3103,FALSE,TRUE
19600905-0003,280,I-3104,FALSE,TRUE
19790702-0038,100,I-3104,FALSE,TRUE
19910514-0068,100,I-3104,FALSE,TRUE
19610623-0005,260,I-3105,FALSE,TRUE
19790426-0049,140,I-3105,FALSE,TRUE
19570615-0011,280,I-3106,FALSE,TRUE
19750331-0036,100,I-3106,FALSE,TRUE
19630126-0001,260,I-3107,FALSE,TRUE
19750102-0059,100,I-3107,FALSE,TRUE
19640414-0013,260,I-3108,FALSE,TRUE
19790618-0048,140,I-3108,FALSE,TRUE
19690408-0009,280,I-3109,FALSE,TRUE
19750331-0036,140,I-3109,FALSE,TRUE
19640220-0029,240,I-3110,FALSE,TRUE
19760108-0050,120,I-3110,FALSE,TRUE
19610918-0027,280,I-3111,FALSE,TRUE
19761020-0044,120,I-3111,FALSE,TRUE
19600529-0021,260,I-3112,FALSE,TRUE
19760108-0050,100,I-3112,FALSE,TRUE
19910514-0068,100,I-3112,FALSE,TRUE
19570828-0008,260,I-3113,FALSE,TRUE
19761020-0044,120,I-3113,FALSE,TRUE
19921127-0120,120,I-3113,FALSE,TRUE
19680712-0028,260,I-3114,FALSE,TRUE
19750331-0036,100,I-3114,FALSE,TRUE
19920320-0121,120,I-3114,FALSE,TRUE
19600529-0021,260,I-3115,FALSE,TRUE
19751018-0039,140,I-3115,FALSE,TRUE
19630126-0001,240,I-3116,FALSE,TRUE
19750906-0032,100,I-3116,FALSE,TRUE
19930906-0110,100,I-3116,FALSE,TRUE
19690513-0015,260,I-3117,FALSE,TRUE
19761020-0044,120,I-3117,FALSE,TRUE
19920206-0072,140,I-3117,FALSE,TRUE
19640220-0029,240,I-3118,FALSE,TRUE
19751018-0039,100,I-3118,FALSE,TRUE
19910206-0081,100,I-3118,FALSE,TRUE
19640220-0029,280,I-3119,FALSE,TRUE
19750417-0051,140,I-3119,FALSE,TRUE
19640220-0029,280,I-3120,FALSE,TRUE
19760524-0046,140,I-3120,FALSE,TRUE
19900124-0064,140,I-3120,FALSE,TRUE
19690408-0009,280,I-3121,FALSE,TRUE
19780424-0057,100,I-3121,FALSE,TRUE
19910820-0078,140,I-3121,FALSE,TRUE
19640220-0029,260,I-3122,FALSE,TRUE
19781217-0053,140,I-3122,FALSE,TRUE
19901108-0087,120,I-3122,FALSE,TRUE
19580218-0007,240,I-3123,FALSE,TRUE
19761009-0055,140,I-3123,FALSE,TRUE
19600529-0021,260,I-3124,FALSE,TRUE
19770224-0058,120,I-3124,FALSE,TRUE
19580515-0017,240,I-3125,FALSE,TRUE
19750102-0059,120,I-3125,FALSE,TRUE
19920917-0109,120,I-3125,FALSE,TRUE
19690917-0022,240,I-3126,FALSE,TRUE
19790618-0048,140,I-3126,FALSE,TRUE
19921201-0094,100,I-3126,FALSE,TRUE
19610918-0027,240,I-3127,FALSE,TRUE
19750417-0051,140,I-3127,FALSE,TRUE
19900723-0126,100,I-3127,FALSE,TRUE
19610623-0005,260,I-3128,FALSE,TRUE
19750906-0032,120,I-3128,FALSE,TRUE
19910403-0103,120,I-3128,FALSE,TRUE
19640414-0013,280,I-3129,FALSE,TRUE
19760524-0046,120,I-3129,FALSE,TRUE
19921002-0129,100,I-3129,FALSE,TRUE
19690513-0015,240,I-3130,FALSE,TRUE
19790618-0048,100,I-3130,FALSE,TRUE
19690513-0015,240,I-3131,FALSE,TRUE
19750331-0036,120,I-3131,FALSE,TRUE
19560812-0016,280,I-3132,FALSE,TRUE
19790618-0048,140,I-3132,FALSE,TRUE
19560705-0025,280,I-3133,FALSE,TRUE
19790717-0045,120,I-3133,FALSE,TRUE
19690917-0022,240,I-3134,FALSE,TRUE
19750722-0060,140,I-3134,FALSE,TRUE
19640220-0029,260,I-3135,FALSE,TRUE
19790708-0041,120,I-3135,FALSE,TRUE
19650303-0019,280,I-3136,FALSE,TRUE
19761009-0055,120,I-3136,FALSE,TRUE
19620424-0026,240,I-3137,FALSE,TRUE
19780815-0047,140,I-3137,FALSE,TRUE
19920602-0073,140,I-3137,FALSE,TRUE
19640414-0013,280,I-3138,FALSE,TRUE
19750331-0036,140,I-3138,FALSE,TRUE
19650303-0019,260,I-3139,FALSE,TRUE
19760524-0046,100,I-3139,FALSE,TRUE
19690917-0022,240,I-3140,FALSE,TRUE
19750220-0037,140,I-3140,FALSE,TRUE
19580218-0007,240,I-3141,FALSE,TRUE
19790702-0038,100,I-3141,FALSE,TRUE
19570615-0011,280,I-3142,FALSE,TRUE
19790717-0045,140,I-3142,FALSE,TRUE
19590129-0004,280,I-3143,FALSE,TRUE
19750705-0033,120,I-3143,FALSE,TRUE
19900124-0064,120,I-3143,FALSE,TRUE
19580218-0007,280,I-3144,FALSE,TRUE
19781125-0031,120,I-3144,FALSE,TRUE
19660630-0020,280,I-3145,FALSE,TRUE
19781217-0053,140,I-3145,FALSE,TRUE
19640220-0029,280,I-3146,FALSE,TRUE
19750122-0056,100,I-3146,FALSE,TRUE
19690917-0022,260,I-3147,FALSE,TRUE
19781217-0053,100,I-3147,FALSE,TRUE
19650303-0019,260,I-3148,FALSE,TRUE
19781125-0031,120,I-3148,FALSE,TRUE
19920828-0070,120,I-3148,FALSE,TRUE
19640414-0013,260,I-3149,FALSE,TRUE
19750906-0032,140,I-3149,FALSE,TRUE
19930919-0137,140,I-3149,FALSE,TRUE
19560612-0010,240,I-3150,FALSE,TRUE
19750122-0056,140,I-3150,FALSE,TRUE
19900909-0123,100,I-3150,FALSE,TRUE
19610918-0027,260,I-3151,FALSE,TRUE
19781217-0053,140,I-3151,FALSE,TRUE
19601021-0018,280,I-3152,FALSE,TRUE
19790702-0038,100,I-3152,FALSE,TRUE
19610918-0027,240,I-3153,FALSE,TRUE
19781217-0053,140,I-3153,FALSE,TRUE
19900201-0074,100,I-3153,FALSE,TRUE
19570615-0011,240,I-3154,FALSE,TRUE
19790702-0038,120,I-3154,FALSE,TRUE
19930512-0117,120,I-3154,FALSE,TRUE
19590129-0004,280,I-3155,FALSE,TRUE
19790618-0048,100,I-3155,FALSE,TRUE
19580218-0007,280,I-3156,FALSE,TRUE
19750512-0043,120,I-3156,FALSE,TRUE
19920602-0073,100,I-3156,FALSE,TRUE
19650303-0019,280,I-3157,FALSE,TRUE
19790717-0045,140,I-3157,FALSE,TRUE
19690917-0022,280,I-3158,FALSE,TRUE
19781217-0053,140,I-3158,FALSE,TRUE
19911025-0091,120,I-3158,FALSE,TRUE
19600814-0002,280,I-3159,FALSE,TRUE
19750906-0032,100,I-3159,FALSE,TRUE
19910214-0084,100,I-3159,FALSE,TRUE
19690917-0022,280,I-3160,FALSE,TRUE
19780424-0057,140,I-3160,FALSE,TRUE
19600529-0021,260,I-3161,FALSE,TRUE
19790618-0048,120,I-3161,FALSE,TRUE
19640414-0013,260,I-3162,FALSE,TRUE
19760524-0046,140,I-3162,FALSE,TRUE
19910820-0078,120,I-3162,FALSE,TRUE
19580515-0017,240,I-3163,FALSE,TRUE
19770713-0042,100,I-3163,FALSE,TRUE
19900616-0124,140,I-3163,FALSE,TRUE
19590129-0004,260,I-3164,FALSE,TRUE
19750331-0036,100,I-3164,FALSE,TRUE
19930228-0086,120,I-3164,FALSE,TRUE
19580515-0017,240,I-3165,FALSE,TRUE
19790702-0038,100,I-3165,FALSE,TRUE
19600814-0002,240,I-3166,FALSE,TRUE
19750512-0043,120,I-3166,FALSE,TRUE
19570826-0012,260,I-3167,FALSE,TRUE
19750220-0037,140,I-3167,FALSE,TRUE
19650303-0019,260,I-3168,FALSE,TRUE
19750331-0036,120,I-3168,FALSE,TRUE
19660630-0020,240,I-3169,FALSE,TRUE
19770713-0042,120,I-3169,FALSE,TRUE
19600529-0021,260,I-3170,FALSE,TRUE
19780317-0052,120,I-3170,FALSE,TRUE
19690917-0022,260,I-3171,FALSE,TRUE
19750722-0060,120,I-3171,FALSE,TRUE
19640414-0013,240,I-3172,FALSE,TRUE
19760524-0046,140,I-3172,FALSE,TRUE
19580515-0017,240,I-3173,FALSE,TRUE
19790618-0048,140,I-3173,FALSE,TRUE
19580515-0017,240,I-3174,FALSE,TRUE
19770224-0058,100,I-3174,FALSE,TRUE
19610620-0006,280,I-3175,FALSE,TRUE
19750331-0036,100,I-3175,FALSE,TRUE
19920917-0109,140,I-3175,FALSE,TRUE
19570828-0008,280,I-3176,FALSE,TRUE
19760108-0050,100,I-3176,FALSE,TRUE
19921208-0097,120,I-3176,FALSE,TRUE
19611219-0014,280,I-3177,FALSE,TRUE
19750705-0033,140,I-3177,FALSE,TRUE
19630126-0001,240,I-3178,FALSE,TRUE
19780317-0052,120,I-3178,FALSE,TRUE
19900902-0114,140,I-3178,FALSE,TRUE
19610620-0006,240,I-3179,FALSE,TRUE
19750906-0032,120,I-3179,FALSE,TRUE
19620831-0024,240,I-3180,FALSE,TRUE
19780815-0047,100,I-3180,FALSE,TRUE
19910421-0067,100,I-3180,FALSE,TRUE
19620831-0024,260,I-3181,FALSE,TRUE
19781130-0054,120,I-3181,FALSE,TRUE
19620424-0026,280,I-3182,FALSE,TRUE
19760108-0050,100,I-3182,FALSE,TRUE
19900321-0080,140,I-3182,FALSE,TRUE
19630126-0001,260,I-3183,FALSE,TRUE
19750122-0056,140,I-3183,FALSE,TRUE
19920226-0075,100,I-3183,FALSE,TRUE
19580218-0007,280,I-3184,FALSE,TRUE
19790708-0041,100,I-3184,FALSE,TRUE
19660630-0020,240,I-3185,FALSE,TRUE
19761009-0055,120,I-3185,FALSE,TRUE
19580515-0017,240,I-3186,FALSE,TRUE
19750906-0032,140,I-3186,FALSE,TRUE
19930414-0106,140,I-3186,FALSE,TRUE
19620522-0023,280,I-3187,FALSE,TRUE
19750705-0033,100,I-3187,FALSE,TRUE
19921127-0120,100,I-3187,FALSE,TRUE
19570828-0008,280,I-3188,FALSE,TRUE
19750705-0033,140,I-3188,FALSE,TRUE
19900211-0140,100,I-3188,FALSE,TRUE
19610918-0027,260,I-3189,FALSE,TRUE
19750331-0036,100,I-3189,FALSE,TRUE
19900317-0083,100,I-3189,FALSE,TRUE
19610918-0027,260,I-3190,FALSE,TRUE
19750102-0059,140,I-3190,FALSE,TRUE
19900902-0090,120,I-3190,FALSE,TRUE
19570615-0011,280,I-3191,FALSE,TRUE
19750417-0051,140,I-3191,FALSE,TRUE
19930512-0117,140,I-3191,FALSE,TRUE
19690513-0015,240,I-3192,FALSE,TRUE
19761024-0034,140,I-3192,FALSE,TRUE
19901002-0085,140,I-3192,FALSE,TRUE
19560812-0016,280,I-3193,FALSE,TRUE
19780815-0047,140,I-3193,FALSE,TRUE
19900211-0140,100,I-3193,FALSE,TRUE
19690917-0022,240,I-3194,FALSE,TRUE
19750512-0043,100,I-3194,FALSE,TRUE
19570615-0011,260,I-3195,FALSE,TRUE
19761009-0055,100,I-3195,FALSE,TRUE
19920122-0065,140,I-3195,FALSE,TRUE
19590129-0004,280,I-3196,FALSE,TRUE
19771013-0040,100,I-3196,FALSE,TRUE
19690917-0022,260,I-3197,FALSE,TRUE
19780602-0035,100,I-3197,FALSE,TRUE
19620424-0026,260,I-3198,FALSE,TRUE
19790717-0045,140,I-3198,FALSE,TRUE
19931231-0099,120,I-3198,FALSE,TRUE
19561222-0030,280,I-3199,FALSE,TRUE
19750102-0059,120,I-3199,FALSE,TRUE
19580515-0017,240,I-3200,FALSE,TRUE
19750102-0059,100,I-3200,FALSE,TRUE
19580218-0007,280,I-3201,FALSE,TRUE
19790426-0049,120,I-3201,FALSE,TRUE
19600529-0021,260,I-3202,FALSE,TRUE
19781217-0053,140,I-3202,FALSE,TRUE
19601021-0018,280,I-3203,FALSE,TRUE
19750705-0033,140,I-3203,FALSE,TRUE
19680712-0028,260,I-3204,FALSE,TRUE
19770224-0058,140,I-3204,FALSE,TRUE
19900211-0140,100,I-3204,FALSE,TRUE
19570615-0011,240,I-3205,FALSE,TRUE
19780602-0035,140,I-3205,FALSE,TRUE
19900801-0130,100,I-3205,FALSE,TRUE
19690917-0022,240,I-3206,FALSE,TRUE
19761009-0055,100,I-3206,FALSE,TRUE
19910214-0084,100,I-3206,FALSE,TRUE
19620424-0026,280,I-3207,FALSE,TRUE
19770713-0042,100,I-3207,FALSE,TRUE
19911025-0091,100,I-3207,FALSE,TRUE
19560812-0016,260,I-3208,FALSE,TRUE
19790702-0038,120,I-3208,FALSE,TRUE
19920828-0070,140,I-3208,FALSE,TRUE
19620424-0026,260,I-3209,FALSE,TRUE
19761009-0055,140,I-3209,FALSE,TRUE
19610918-0027,260,I-3210,FALSE,TRUE
19761024-0034,120,I-3210,FALSE,TRUE
19921201-0094,100,I-3210,FALSE,TRUE
19560812-0016,240,I-3211,FALSE,TRUE
19770713-0042,100,I-3211,FALSE,TRUE
19930414-0106,120,I-3211,FALSE,TRUE
19630126-0001,260,I-3212,FALSE,TRUE
19761009-0055,100,I-3212,FALSE,TRUE
19930829-0082,140,I-3212,FALSE,TRUE
19600529-0021,260,I-3213,FALSE,TRUE
19761024-0034,140,I-3213,FALSE,TRUE
19920504-0093,140,I-3213,FALSE,TRUE
19660630-0020,260,I-3214,FALSE,TRUE
19790702-0038,120,I-3214,FALSE,TRUE
19600905-0003,280,I-3215,FALSE,TRUE
19750417-0051,140,I-3215,FALSE,TRUE
19921201-0094,140,I-3215,FALSE,TRUE
19560812-0016,280,I-3216,FALSE,TRUE
19750906-0032,120,I-3216,FALSE,TRUE
19630126-0001,260,I-3217,FALSE,TRUE
19760108-0050,120,I-3217,FALSE,TRUE
19660630-0020,280,I-3218,FALSE,TRUE
19750417-0051,140,I-3218,FALSE,TRUE
19620522-0023,240,I-3219,FALSE,TRUE
19750906-0032,100,I-3219,FALSE,TRUE
19921208-0097,120,I-3219,FALSE,TRUE
19580515-0017,280,I-3220,FALSE,TRUE
19750122-0056,100,I-3220,FALSE,TRUE
19620424-0026,240,I-3221,FALSE,TRUE
19750417-0051,120,I-3221,FALSE,TRUE
19660630-0020,240,I-3222,FALSE,TRUE
19760108-0050,140,I-3222,FALSE,TRUE
19901219-0125,140,I-3222,FALSE,TRUE
19650303-0019,260,I-3223,FALSE,TRUE
19790702-0038,120,I-3223,FALSE,TRUE
19580218-0007,280,I-3224,FALSE,TRUE
19761020-0044,140,I-3224,FALSE,TRUE
19900124-0064,100,I-3224,FALSE,TRUE
19640220-0029,240,I-3225,FALSE,TRUE
19780815-0047,120,I-3225,FALSE,TRUE
19560612-0010,240,I-3226,FALSE,TRUE
19750906-0032,120,I-3226,FALSE,TRUE
19611219-0014,260,I-3227,FALSE,TRUE
19790426-0049,140,I-3227,FALSE,TRUE
19910327-0096,100,I-3227,FALSE,TRUE
19690513-0015,240,I-3228,FALSE,TRUE
19750417-0051,120,I-3228,FALSE,TRUE
19620522-0023,240,I-3229,FALSE,TRUE
19790708-0041,120,I-3229,FALSE,TRUE
19911025-0091,140,I-3229,FALSE,TRUE
19560705-0025,280,I-3230,FALSE,TRUE
19750331-0036,140,I-3230,FALSE,TRUE
19900317-0083,100,I-3230,FALSE,TRUE
19601021-0018,280,I-3231,FALSE,TRUE
19750220-0037,100,I-3231,FALSE,TRUE
19650303-0019,260,I-3232,FALSE,TRUE
19751018-0039,100,I-3232,FALSE,TRUE
19610623-0005,240,I-3233,FALSE,TRUE
19790426-0049,120,I-3233,FALSE,TRUE
19690917-0022,240,I-3234,FALSE,TRUE
19780317-0052,140,I-3234,FALSE,TRUE
19650303-0019,260,I-3235,FALSE,TRUE
19760524-0046,120,I-3235,FALSE,TRUE
19560612-0010,240,I-3236,FALSE,TRUE
19790717-0045,100,I-3236,FALSE,TRUE
19920226-0075,100,I-3236,FALSE,TRUE
19620522-0023,260,I-3237,FALSE,TRUE
19771013-0040,100,I-3237,FALSE,TRUE
19900616-0124,120,I-3237,FALSE,TRUE
19601021-0018,260,I-3238,FALSE,TRUE
19750331-0036,100,I-3238,FALSE,TRUE
19690408-0009,260,I-3239,FALSE,TRUE
19760108-0050,100,I-3239,FALSE,TRUE
19630126-0001,240,I-3240,FALSE,TRUE
19750722-0060,140,I-3240,FALSE,TRUE
19930919-0137,100,I-3240,FALSE,TRUE
19570826-0012,280,I-3241,FALSE,TRUE
19750906-0032,120,I-3241,FALSE,TRUE
19620424-0026,260,I-3242,FALSE,TRUE
19781217-0053,140,I-3242,FALSE,TRUE
19620424-0026,280,I-3243,FALSE,TRUE
19760108-0050,120,I-3243,FALSE,TRUE
19930302-0135,100,I-3243,FALSE,TRUE
19600814-0002,240,I-3244,FALSE,TRUE
19790708-0041,100,I-3244,FALSE,TRUE
19930906-0110,100,I-3244,FALSE,TRUE
19640220-0029,240,I-3245,FALSE,TRUE
19781125-0031,120,I-3245,FALSE,TRUE
19930414-0106,100,I-3245,FALSE,TRUE
19560612-0010,260,I-3246,FALSE,TRUE
19750102-0059,120,I-3246,FALSE,TRUE
19901108-0087,120,I-3246,FALSE,TRUE
19600905-0003,240,I-3247,FALSE,TRUE
19761024-0034,100,I-3247,FALSE,TRUE
19690408-0009,260,I-3248,FALSE,TRUE
19750512-0043,140,I-3248,FALSE,TRUE
19910421-0067,120,I-3248,FALSE,TRUE
19660630-0020,260,I-3249,FALSE,TRUE
19770224-0058,120,I-3249,FALSE,TRUE
19630126-0001,260,I-3250,FALSE,TRUE
19780424-0057,140,I-3250,FALSE,TRUE
19930512-0117,100,I-3250,FALSE,TRUE
19570826-0012,240,I-3251,FALSE,TRUE
19790717-0045,120,I-3251,FALSE,TRUE
19910101-0133,140,I-3251,FALSE,TRUE
19650303-0019,240,I-3252,FALSE,TRUE
19750512-0043,140,I-3252,FALSE,TRUE
19930326-0132,120,I-3252,FALSE,TRUE
19610620-0006,260,I-3253,FALSE,TRUE
19760524-0046,140,I-3253,FALSE,TRUE
19640220-0029,260,I-3254,FALSE,TRUE
19750722-0060,140,I-3254,FALSE,TRUE
19910822-0122,140,I-3254,FALSE,TRUE
19690408-0009,260,I-3255,FALSE,TRUE
19781125-0031,140,I-3255,FALSE,TRUE
19921208-0097,100,I-3255,FALSE,TRUE
19650303-0019,260,I-3256,FALSE,TRUE
19780815-0047,140,I-3256,FALSE,TRUE
19611219-0014,280,I-3257,FALSE,TRUE
19750220-0037,100,I-3257,FALSE,TRUE
19690917-0022,240,I-3258,FALSE,TRUE
19790618-0048,100,I-3258,FALSE,TRUE
19900902-0114,140,I-3258,FALSE,TRUE
19611219-0014,260,I-3259,FALSE,TRUE
19750722-0060,100,I-3259,FALSE,TRUE
19570826-0012,260,I-3260,FALSE,TRUE
19750331-0036,100,I-3260,FALSE,TRUE
19620424-0026,260,I-3261,FALSE,TRUE
19790717-0045,100,I-3261,FALSE,TRUE
19590129-0004,260,I-3262,FALSE,TRUE
19761020-0044,140,I-3262,FALSE,TRUE
19660630-0020,260,I-3263,FALSE,TRUE
19790708-0041,120,I-3263,FALSE,TRUE
19640220-0029,240,I-3264,FALSE,TRUE
19750705-0033,100,I-3264,FALSE,TRUE
19630126-0001,240,I-3265,FALSE,TRUE
19760108-0050,100,I-3265,FALSE,TRUE
